Model Total Trainable Parameters: 13,796,545
------------------------------------------------------------
Epoch,Total Duration (s),Avg Step Time (s)
1,87.81,0.0936
2,87.38,0.0932
3,89.64,0.0956
4,89.79,0.0957
5,70.46,0.0751
6,66.03,0.0704
7,66.07,0.0704
8,71.43,0.0762
9,66.25,0.0706
10,66.42,0.0708
